order_id,user_id,item_id,user_segment,cart_value,cart_size,hour_bucket,weekend_flag,item_price,item_margin,popularity_score,category_match_flag,accepted
6907,2484,150,mid,493.88,1,dinner,1,242.57,0.35,0.022,0,0
6907,2484,279,mid,493.88,1,dinner,1,223.29,0.44,0.668,1,1
6907,2484,41,mid,493.88,1,dinner,1,155.36,0.42,0.363,0,0
6908,2076,264,budget,619.23,2,lunch,1,205.59,0.46,0.428,0,0
6908,2076,266,budget,619.23,2,lunch,1,387.74,0.27,0.143,0,0
6908,2076,182,budget,619.23,2,lunch,1,265.76,0.46,0.026,1,0
6909,954,60,budget,591.02,2,lunch,0,335.76,0.28,0.033,0,0
6909,954,51,budget,591.02,2,lunch,0,407.06,0.31,0.043,0,0
6909,954,152,budget,591.02,2,lunch,0,76.54,0.63,0.979,1,0
6910,1016,296,budget,405.02,2,dinner,1,245.18,0.44,0.729,1,0
6910,1016,213,budget,405.02,2,dinner,1,442.77,0.32,0.195,0,0
6910,1016,248,budget,405.02,2,dinner,1,127.14,0.38,0.364,0,0
6911,2049,243,mid,681.64,3,dinner,1,384.39,0.33,0.696,0,0
6911,2049,7,mid,681.64,3,dinner,1,143.09,0.45,0.476,0,0
6911,2049,30,mid,681.64,3,dinner,1,177.34,0.6,0.552,1,0
6912,1725,38,mid,626.87,1,late,0,442.78,0.34,0.141,0,0
6912,1725,246,mid,626.87,1,late,0,374.86,0.31,0.344,0,0
6912,1725,162,mid,626.87,1,late,0,207.81,0.43,0.117,1,0
6913,1687,38,budget,364.8,1,late,1,442.78,0.34,0.141,0,0
6913,1687,221,budget,364.8,1,late,1,151.17,0.65,0.789,1,0
6913,1687,161,budget,364.8,1,late,1,476.08,0.26,0.365,0,0
6914,1525,27,mid,312.11,1,late,1,322.95,0.27,0.873,0,0
6914,1525,252,mid,312.11,1,late,1,101.68,0.6,0.752,1,1
6914,1525,12,mid,312.11,1,late,1,255.67,0.31,0.405,0,0
6915,627,104,budget,416.26,2,late,1,448.16,0.3,0.894,0,0
6915,627,241,budget,416.26,2,late,1,297.45,0.32,0.341,0,0
6915,627,50,budget,416.26,2,late,1,163.49,0.54,0.391,1,0
6916,2201,70,premium,482.5,1,lunch,0,277.03,0.45,0.133,1,0
6916,2201,33,premium,482.5,1,lunch,0,480.94,0.34,0.969,0,0
6916,2201,142,premium,482.5,1,lunch,0,248.11,0.28,0.349,0,0
6917,2613,138,budget,476.37,3,dinner,0,148.66,0.58,0.48,1,1
6917,2613,100,budget,476.37,3,dinner,0,76.43,0.69,0.956,1,1
6917,2613,62,budget,476.37,3,dinner,0,235.5,0.32,0.364,0,0
6918,238,184,mid,499.84,2,lunch,0,223.54,0.46,0.379,0,0
6918,238,144,mid,499.84,2,lunch,0,283.69,0.24,0.739,0,1
6918,238,209,mid,499.84,2,lunch,0,146.19,0.57,0.625,1,0
6919,1557,232,budget,533.55,1,late,0,328.44,0.26,0.713,0,0
6919,1557,144,budget,533.55,1,late,0,283.69,0.24,0.739,0,0
6919,1557,1,budget,533.55,1,late,0,135.33,0.36,0.833,0,0
6920,622,107,budget,294.67,1,dinner,1,297.28,0.54,0.029,1,0
6920,622,121,budget,294.67,1,dinner,1,205.13,0.26,0.228,0,0
6920,622,40,budget,294.67,1,dinner,1,229.41,0.22,0.062,0,0
6921,212,94,budget,531.07,3,lunch,0,346.24,0.25,0.376,0,0
6921,212,98,budget,531.07,3,lunch,0,366.41,0.22,0.447,0,0
6921,212,138,budget,531.07,3,lunch,0,148.66,0.58,0.48,1,0
6922,942,137,mid,499.49,2,lunch,1,184.6,0.41,0.394,0,0
6922,942,74,mid,499.49,2,lunch,1,147.47,0.57,0.888,1,0
6922,942,5,mid,499.49,2,lunch,1,385.36,0.32,0.334,0,0
6923,79,130,budget,667.09,1,lunch,0,278.25,0.32,0.272,0,0
6923,79,127,budget,667.09,1,lunch,0,115.65,0.52,0.458,1,1
6923,79,36,budget,667.09,1,lunch,0,135.55,0.63,0.211,1,0
6924,500,187,budget,594.97,1,lunch,0,287.02,0.35,0.816,0,0
6924,500,124,budget,594.97,1,lunch,0,229.28,0.24,0.407,0,0
6924,500,45,budget,594.97,1,lunch,0,246.29,0.47,0.418,1,0
6925,1288,78,budget,578.65,1,late,0,161.27,0.43,0.198,0,0
6925,1288,233,budget,578.65,1,late,0,104.86,0.48,0.426,0,0
6925,1288,265,budget,578.65,1,late,0,212.32,0.21,0.325,0,0
6926,2941,274,budget,525.4,1,lunch,0,165.31,0.59,0.274,1,1
6926,2941,87,budget,525.4,1,lunch,0,265.32,0.46,0.472,1,0
6926,2941,51,budget,525.4,1,lunch,0,407.06,0.31,0.043,0,0
6927,380,295,mid,452.94,2,late,0,245.01,0.28,0.158,0,0
6927,380,240,mid,452.94,2,late,0,96.82,0.45,0.253,0,0
6927,380,94,mid,452.94,2,late,0,346.24,0.25,0.376,0,1
6928,757,119,mid,606.54,3,dinner,1,126.21,0.7,0.073,1,1
6928,757,91,mid,606.54,3,dinner,1,166.84,0.59,0.744,1,1
6928,757,292,mid,606.54,3,dinner,1,238.75,0.5,0.163,1,0
6929,2044,281,budget,470.76,3,dinner,0,145.81,0.36,0.403,0,0
6929,2044,254,budget,470.76,3,dinner,0,416.58,0.32,0.15,0,0
6929,2044,152,budget,470.76,3,dinner,0,76.54,0.63,0.979,1,0
6930,2496,266,mid,361.78,1,lunch,0,387.74,0.27,0.143,0,0
6930,2496,7,mid,361.78,1,lunch,0,143.09,0.45,0.476,0,0
6930,2496,16,mid,361.78,1,lunch,0,94.08,0.52,0.922,1,0
6931,1931,296,budget,456.34,1,lunch,0,245.18,0.44,0.729,1,0
6931,1931,9,budget,456.34,1,lunch,0,297.59,0.44,0.49,1,0
6931,1931,146,budget,456.34,1,lunch,0,268.11,0.28,0.644,0,0
6932,2013,147,premium,540.07,1,dinner,1,283.1,0.25,0.639,0,0
6932,2013,148,premium,540.07,1,dinner,1,339.83,0.25,0.766,0,0
6932,2013,171,premium,540.07,1,dinner,1,198.29,0.44,0.693,0,0
6933,554,270,budget,252.17,1,dinner,0,171.38,0.55,0.424,1,0
6933,554,266,budget,252.17,1,dinner,0,387.74,0.27,0.143,0,0
6933,554,143,budget,252.17,1,dinner,0,68.12,0.7,0.699,1,0
6934,974,218,budget,397.52,2,dinner,0,172.28,0.58,0.403,1,0
6934,974,274,budget,397.52,2,dinner,0,165.31,0.59,0.274,1,0
6934,974,207,budget,397.52,2,dinner,0,336.56,0.27,0.428,0,0
6935,2023,193,mid,281.39,1,dinner,0,208.4,0.45,0.102,1,0
6935,2023,174,mid,281.39,1,dinner,0,163.97,0.5,0.68,1,0
6935,2023,133,mid,281.39,1,dinner,0,449.68,0.29,0.466,0,0
6936,1140,150,budget,442.39,2,dinner,0,242.57,0.35,0.022,0,0
6936,1140,79,budget,442.39,2,dinner,0,138.11,0.54,0.051,1,0
6936,1140,134,budget,442.39,2,dinner,0,78.66,0.51,0.738,1,1
6937,1763,218,budget,354.54,2,late,0,172.28,0.58,0.403,1,0
6937,1763,15,budget,354.54,2,late,0,146.66,0.48,0.807,0,0
6937,1763,92,budget,354.54,2,late,0,459.69,0.22,0.013,0,0
6938,96,109,budget,506.45,2,lunch,0,200.81,0.5,0.712,0,0
6938,96,40,budget,506.45,2,lunch,0,229.41,0.22,0.062,0,0
6938,96,159,budget,506.45,2,lunch,0,282.45,0.52,0.717,1,0
6939,1758,227,budget,521.47,2,dinner,1,120.06,0.53,0.02,1,0
6939,1758,238,budget,521.47,2,dinner,1,229.01,0.23,0.898,0,0
6939,1758,200,budget,521.47,2,dinner,1,115.09,0.43,0.111,0,0
6940,1347,257,mid,477.64,1,dinner,0,225.36,0.35,0.588,0,0
6940,1347,282,mid,477.64,1,dinner,0,221.95,0.38,0.159,0,1
6940,1347,128,mid,477.64,1,dinner,0,437.9,0.35,0.892,0,0
6941,1653,17,budget,422.21,3,lunch,0,203.6,0.28,0.574,0,0
6941,1653,200,budget,422.21,3,lunch,0,115.09,0.43,0.111,0,0
6941,1653,276,budget,422.21,3,lunch,0,476.31,0.21,0.173,0,0
6942,2478,251,budget,258.9,1,dinner,0,156.9,0.37,0.803,0,0
6942,2478,167,budget,258.9,1,dinner,0,158.86,0.51,0.935,1,1
6942,2478,38,budget,258.9,1,dinner,0,442.78,0.34,0.141,0,0
6943,595,199,mid,466.42,2,lunch,1,65.95,0.6,0.252,1,0
6943,595,235,mid,466.42,2,lunch,1,451.07,0.3,0.267,0,0
6943,595,206,mid,466.42,2,lunch,1,92.4,0.57,0.872,1,0
6944,1121,221,budget,430.91,1,dinner,1,151.17,0.65,0.789,1,0
6944,1121,124,budget,430.91,1,dinner,1,229.28,0.24,0.407,0,0
6944,1121,119,budget,430.91,1,dinner,1,126.21,0.7,0.073,1,0
6945,2793,33,budget,494.98,2,lunch,1,480.94,0.34,0.969,0,0
6945,2793,213,budget,494.98,2,lunch,1,442.77,0.32,0.195,0,0
6945,2793,268,budget,494.98,2,lunch,1,154.76,0.52,0.836,1,1
6946,1191,297,mid,501.33,3,lunch,0,169.36,0.44,0.758,0,0
6946,1191,67,mid,501.33,3,lunch,0,163.4,0.43,0.952,1,0
6946,1191,165,mid,501.33,3,lunch,0,126.7,0.5,0.103,1,0
6947,2036,181,mid,342.74,1,late,1,124.84,0.64,0.358,1,1
6947,2036,193,mid,342.74,1,late,1,208.4,0.45,0.102,1,0
6947,2036,113,mid,342.74,1,late,1,176.15,0.64,0.315,1,0
6948,2106,152,budget,292.95,1,lunch,0,76.54,0.63,0.979,1,1
6948,2106,79,budget,292.95,1,lunch,0,138.11,0.54,0.051,1,0
6948,2106,288,budget,292.95,1,lunch,0,224.33,0.32,0.325,0,0
6949,1687,114,budget,406.25,1,dinner,1,142.63,0.47,0.751,1,0
6949,1687,191,budget,406.25,1,dinner,1,324.74,0.24,0.049,0,0
6949,1687,106,budget,406.25,1,dinner,1,137.06,0.69,0.207,1,0
6950,2357,46,budget,450.91,2,lunch,1,221.59,0.53,0.666,1,0
6950,2357,266,budget,450.91,2,lunch,1,387.74,0.27,0.143,0,0
6950,2357,293,budget,450.91,2,lunch,1,263.06,0.33,0.418,0,0
6951,2099,92,budget,237.23,1,dinner,0,459.69,0.22,0.013,0,0
6951,2099,266,budget,237.23,1,dinner,0,387.74,0.27,0.143,0,0
6951,2099,239,budget,237.23,1,dinner,0,97.35,0.38,0.562,0,0
6952,1168,203,budget,493.57,2,dinner,0,238.86,0.33,0.747,0,0
6952,1168,223,budget,493.57,2,dinner,0,285.58,0.28,0.852,0,0
6952,1168,175,budget,493.57,2,dinner,0,152.23,0.58,0.909,1,0
6953,1713,236,budget,371.24,2,dinner,0,287.78,0.28,0.064,0,0
6953,1713,246,budget,371.24,2,dinner,0,374.86,0.31,0.344,0,0
6953,1713,88,budget,371.24,2,dinner,0,245.46,0.4,0.694,0,0
6954,127,291,budget,381.16,2,late,0,198.38,0.37,0.441,0,0
6954,127,131,budget,381.16,2,late,0,259.01,0.31,0.641,0,0
6954,127,126,budget,381.16,2,late,0,363.59,0.26,0.525,0,0
6955,1138,276,premium,355.14,3,lunch,0,476.31,0.21,0.173,0,0
6955,1138,17,premium,355.14,3,lunch,0,203.6,0.28,0.574,0,1
6955,1138,118,premium,355.14,3,lunch,0,61.27,0.63,0.424,1,0
6956,1495,247,budget,525.8,1,late,0,187.11,0.5,0.713,1,0
6956,1495,0,budget,525.8,1,late,0,231.17,0.4,0.369,0,0
6956,1495,76,budget,525.8,1,late,0,360.02,0.28,0.546,0,0
6957,1161,149,mid,342.8,1,dinner,1,222.98,0.31,0.394,0,0
6957,1161,217,mid,342.8,1,dinner,1,158.11,0.61,0.032,1,1
6957,1161,261,mid,342.8,1,dinner,1,267.01,0.2,0.503,0,0
6958,71,78,mid,481.67,3,lunch,1,161.27,0.43,0.198,0,0
6958,71,295,mid,481.67,3,lunch,1,245.01,0.28,0.158,0,0
6958,71,194,mid,481.67,3,lunch,1,432.25,0.27,0.295,0,1
6959,344,126,budget,397.32,2,dinner,0,363.59,0.26,0.525,0,0
6959,344,169,budget,397.32,2,dinner,0,177.49,0.62,0.725,1,0
6959,344,272,budget,397.32,2,dinner,0,86.65,0.4,0.888,0,0
6960,2932,49,mid,391.77,1,lunch,1,155.31,0.47,0.862,1,0
6960,2932,1,mid,391.77,1,lunch,1,135.33,0.36,0.833,0,0
6960,2932,151,mid,391.77,1,lunch,1,268.31,0.29,0.012,0,0
6961,1041,18,budget,386.69,2,lunch,0,146.01,0.39,0.399,0,0
6961,1041,233,budget,386.69,2,lunch,0,104.86,0.48,0.426,0,0
6961,1041,214,budget,386.69,2,lunch,0,211.2,0.32,0.837,0,0
6962,2211,96,budget,421.57,1,lunch,0,81.64,0.68,0.169,1,0
6962,2211,11,budget,421.57,1,lunch,0,462.7,0.22,0.792,0,0
6962,2211,126,budget,421.57,1,lunch,0,363.59,0.26,0.525,0,0
6963,2409,109,budget,515.25,1,dinner,0,200.81,0.5,0.712,0,0
6963,2409,19,budget,515.25,1,dinner,0,129.47,0.48,0.307,1,0
6963,2409,202,budget,515.25,1,dinner,0,133.23,0.64,0.66,1,0
6964,2353,291,budget,412.94,3,lunch,0,198.38,0.37,0.441,0,0
6964,2353,174,budget,412.94,3,lunch,0,163.97,0.5,0.68,1,0
6964,2353,266,budget,412.94,3,lunch,0,387.74,0.27,0.143,0,0
6965,2651,111,mid,408.0,2,dinner,0,234.1,0.31,0.851,0,0
6965,2651,245,mid,408.0,2,dinner,0,63.28,0.64,0.96,1,1
6965,2651,153,mid,408.0,2,dinner,0,171.24,0.58,0.319,1,0
6966,728,41,mid,567.0,2,dinner,0,155.36,0.42,0.363,0,0
6966,728,184,mid,567.0,2,dinner,0,223.54,0.46,0.379,0,0
6966,728,88,mid,567.0,2,dinner,0,245.46,0.4,0.694,0,0
6967,2729,23,premium,411.23,1,late,0,176.32,0.53,0.161,1,0
6967,2729,194,premium,411.23,1,late,0,432.25,0.27,0.295,0,0
6967,2729,132,premium,411.23,1,late,0,141.65,0.49,0.566,0,0
6968,2270,58,mid,555.44,1,lunch,0,248.04,0.2,0.423,0,0
6968,2270,274,mid,555.44,1,lunch,0,165.31,0.59,0.274,1,0
6968,2270,150,mid,555.44,1,lunch,0,242.57,0.35,0.022,0,0
6969,2297,237,budget,417.67,1,dinner,0,397.07,0.31,0.454,0,0
6969,2297,184,budget,417.67,1,dinner,0,223.54,0.46,0.379,0,0
6969,2297,64,budget,417.67,1,dinner,0,279.7,0.34,0.458,0,0
6970,316,238,budget,388.96,2,late,0,229.01,0.23,0.898,0,0
6970,316,285,budget,388.96,2,late,0,446.82,0.34,0.107,0,0
6970,316,117,budget,388.96,2,late,0,127.15,0.53,0.281,1,0
6971,421,107,mid,278.97,2,lunch,0,297.28,0.54,0.029,1,0
6971,421,110,mid,278.97,2,lunch,0,142.61,0.55,0.035,1,0
6971,421,39,mid,278.97,2,lunch,0,211.37,0.29,0.131,0,0
6972,193,269,mid,343.98,2,lunch,0,113.32,0.52,0.619,1,0
6972,193,185,mid,343.98,2,lunch,0,164.04,0.52,0.356,1,0
6972,193,133,mid,343.98,2,lunch,0,449.68,0.29,0.466,0,0
6973,1567,256,budget,516.43,1,late,0,234.58,0.24,0.995,0,0
6973,1567,59,budget,516.43,1,late,0,304.39,0.23,0.652,0,0
6973,1567,1,budget,516.43,1,late,0,135.33,0.36,0.833,0,0
6974,62,174,budget,636.94,2,lunch,1,163.97,0.5,0.68,1,1
6974,62,156,budget,636.94,2,lunch,1,387.32,0.3,0.488,0,0
6974,62,171,budget,636.94,2,lunch,1,198.29,0.44,0.693,0,0
6975,611,180,mid,394.81,1,lunch,0,202.15,0.23,0.33,0,0
6975,611,259,mid,394.81,1,lunch,0,297.73,0.21,0.651,0,0
6975,611,229,mid,394.81,1,lunch,0,216.79,0.53,0.271,1,0
6976,2216,156,budget,511.63,3,lunch,0,387.32,0.3,0.488,0,0
6976,2216,189,budget,511.63,3,lunch,0,297.19,0.53,0.93,1,0
6976,2216,262,budget,511.63,3,lunch,0,285.65,0.25,0.494,0,0
6977,1205,43,budget,457.27,1,lunch,0,190.82,0.42,0.508,1,0
6977,1205,218,budget,457.27,1,lunch,0,172.28,0.58,0.403,1,0
6977,1205,62,budget,457.27,1,lunch,0,235.5,0.32,0.364,0,0
6978,1938,108,budget,409.01,3,dinner,0,239.2,0.46,0.317,1,0
6978,1938,194,budget,409.01,3,dinner,0,432.25,0.27,0.295,0,0
6978,1938,288,budget,409.01,3,dinner,0,224.33,0.32,0.325,0,0
6979,676,253,budget,370.51,2,dinner,1,338.77,0.29,0.339,0,0
6979,676,183,budget,370.51,2,dinner,1,270.45,0.21,0.589,0,0
6979,676,123,budget,370.51,2,dinner,1,480.27,0.24,0.878,0,0
6980,983,1,budget,212.94,2,lunch,0,135.33,0.36,0.833,0,0
6980,983,78,budget,212.94,2,lunch,0,161.27,0.43,0.198,0,0
6980,983,103,budget,212.94,2,lunch,0,151.85,0.65,0.903,1,1
6981,1936,5,budget,470.95,1,late,0,385.36,0.32,0.334,0,0
6981,1936,280,budget,470.95,1,late,0,346.27,0.26,0.719,0,0
6981,1936,44,budget,470.95,1,late,0,264.68,0.47,0.519,1,0
6982,1387,298,budget,355.34,1,dinner,0,124.2,0.43,0.988,1,0
6982,1387,179,budget,355.34,1,dinner,0,163.1,0.36,0.387,0,0
6982,1387,4,budget,355.34,1,dinner,0,121.68,0.46,0.018,0,0
6983,2846,249,budget,554.94,3,late,1,223.44,0.41,0.273,1,0
6983,2846,143,budget,554.94,3,late,1,68.12,0.7,0.699,1,1
6983,2846,125,budget,554.94,3,late,1,248.76,0.49,0.006,0,0
6984,2671,219,budget,480.0,3,lunch,0,284.0,0.52,0.305,1,0
6984,2671,293,budget,480.0,3,lunch,0,263.06,0.33,0.418,0,0
6984,2671,288,budget,480.0,3,lunch,0,224.33,0.32,0.325,0,0
6985,2066,130,budget,624.26,2,dinner,0,278.25,0.32,0.272,0,0
6985,2066,174,budget,624.26,2,dinner,0,163.97,0.5,0.68,1,0
6985,2066,263,budget,624.26,2,dinner,0,172.06,0.51,0.5,1,0
6986,1832,279,budget,309.15,2,late,0,223.29,0.44,0.668,1,1
6986,1832,99,budget,309.15,2,late,0,87.12,0.63,0.457,1,1
6986,1832,181,budget,309.15,2,late,0,124.84,0.64,0.358,1,0
6987,1661,109,budget,405.8,3,lunch,1,200.81,0.5,0.712,0,0
6987,1661,205,budget,405.8,3,lunch,1,405.76,0.3,0.553,0,0
6987,1661,30,budget,405.8,3,lunch,1,177.34,0.6,0.552,1,0
6988,1394,188,budget,417.35,2,late,1,272.66,0.48,0.13,1,0
6988,1394,7,budget,417.35,2,late,1,143.09,0.45,0.476,0,0
6988,1394,219,budget,417.35,2,late,1,284.0,0.52,0.305,1,0
6989,113,247,mid,553.17,1,dinner,0,187.11,0.5,0.713,1,0
6989,113,226,mid,553.17,1,dinner,0,172.56,0.55,0.035,1,0
6989,113,24,mid,553.17,1,dinner,0,131.16,0.53,0.869,1,0
6990,1640,180,mid,378.27,2,lunch,0,202.15,0.23,0.33,0,0
6990,1640,274,mid,378.27,2,lunch,0,165.31,0.59,0.274,1,1
6990,1640,190,mid,378.27,2,lunch,0,136.78,0.44,0.902,1,0
6991,1882,144,mid,353.29,1,dinner,0,283.69,0.24,0.739,0,0
6991,1882,246,mid,353.29,1,dinner,0,374.86,0.31,0.344,0,1
6991,1882,105,mid,353.29,1,dinner,0,370.71,0.21,0.514,0,0
6992,2732,85,budget,407.15,2,dinner,0,96.5,0.63,0.488,1,1
6992,2732,293,budget,407.15,2,dinner,0,263.06,0.33,0.418,0,0
6992,2732,196,budget,407.15,2,dinner,0,280.16,0.23,0.515,0,0
6993,116,257,budget,508.28,3,lunch,1,225.36,0.35,0.588,0,0
6993,116,273,budget,508.28,3,lunch,1,276.89,0.35,0.38,0,0
6993,116,12,budget,508.28,3,lunch,1,255.67,0.31,0.405,0,0
6994,202,242,budget,486.06,3,dinner,1,337.56,0.23,0.811,0,0
6994,202,248,budget,486.06,3,dinner,1,127.14,0.38,0.364,0,0
6994,202,78,budget,486.06,3,dinner,1,161.27,0.43,0.198,0,0
6995,486,4,mid,315.59,1,dinner,0,121.68,0.46,0.018,0,0
6995,486,271,mid,315.59,1,dinner,0,286.32,0.35,0.042,0,0
6995,486,109,mid,315.59,1,dinner,0,200.81,0.5,0.712,0,0
6996,2391,187,budget,318.18,2,lunch,1,287.02,0.35,0.816,0,0
6996,2391,113,budget,318.18,2,lunch,1,176.15,0.64,0.315,1,1
6996,2391,108,budget,318.18,2,lunch,1,239.2,0.46,0.317,1,0
6997,61,277,budget,362.8,2,dinner,1,295.86,0.22,0.81,0,0
6997,61,293,budget,362.8,2,dinner,1,263.06,0.33,0.418,0,0
6997,61,22,budget,362.8,2,dinner,1,198.76,0.37,0.108,0,0
6998,371,215,mid,328.35,1,dinner,0,212.61,0.35,0.807,0,0
6998,371,204,mid,328.35,1,dinner,0,489.98,0.29,0.801,0,0
6998,371,218,mid,328.35,1,dinner,0,172.28,0.58,0.403,1,1
6999,820,21,budget,617.36,1,late,1,228.71,0.25,0.251,0,0
6999,820,53,budget,617.36,1,late,1,421.52,0.32,0.607,0,0
6999,820,27,budget,617.36,1,late,1,322.95,0.27,0.873,0,0
7000,376,255,premium,373.31,2,dinner,0,139.46,0.53,0.904,1,0
7000,376,82,premium,373.31,2,dinner,0,150.86,0.55,0.469,1,0
7000,376,65,premium,373.31,2,dinner,0,238.12,0.28,0.561,0,0
7001,2959,242,budget,526.05,3,dinner,1,337.56,0.23,0.811,0,0
7001,2959,189,budget,526.05,3,dinner,1,297.19,0.53,0.93,1,1
7001,2959,176,budget,526.05,3,dinner,1,234.93,0.53,0.63,1,1
7002,1209,225,mid,568.85,2,late,0,153.52,0.41,0.044,0,0
7002,1209,171,mid,568.85,2,late,0,198.29,0.44,0.693,0,0
7002,1209,206,mid,568.85,2,late,0,92.4,0.57,0.872,1,0
7003,1629,85,mid,256.23,3,dinner,0,96.5,0.63,0.488,1,1
7003,1629,229,mid,256.23,3,dinner,0,216.79,0.53,0.271,1,0
7003,1629,252,mid,256.23,3,dinner,0,101.68,0.6,0.752,1,1
7004,2702,229,budget,586.14,2,dinner,0,216.79,0.53,0.271,1,0
7004,2702,88,budget,586.14,2,dinner,0,245.46,0.4,0.694,0,0
7004,2702,187,budget,586.14,2,dinner,0,287.02,0.35,0.816,0,0
7005,2180,244,budget,586.67,3,dinner,1,348.19,0.24,0.569,0,0
7005,2180,144,budget,586.67,3,dinner,1,283.69,0.24,0.739,0,0
7005,2180,160,budget,586.67,3,dinner,1,389.57,0.28,0.319,0,0
7006,561,250,mid,322.6,2,dinner,0,428.19,0.23,0.17,0,1
7006,561,201,mid,322.6,2,dinner,0,336.73,0.21,0.013,0,0
7006,561,61,mid,322.6,2,dinner,0,482.84,0.24,0.923,0,1
7007,904,20,mid,402.16,3,dinner,0,171.92,0.68,0.19,1,0
7007,904,109,mid,402.16,3,dinner,0,200.81,0.5,0.712,0,0
7007,904,174,mid,402.16,3,dinner,0,163.97,0.5,0.68,1,0
7008,1323,214,budget,418.42,1,lunch,0,211.2,0.32,0.837,0,0
7008,1323,164,budget,418.42,1,lunch,0,134.02,0.4,0.748,0,0
7008,1323,2,budget,418.42,1,lunch,0,235.95,0.33,0.779,0,0
7009,9,28,budget,614.47,2,dinner,0,431.57,0.28,0.61,0,0
7009,9,25,budget,614.47,2,dinner,0,301.22,0.3,0.925,0,0
7009,9,95,budget,614.47,2,dinner,0,133.73,0.51,0.932,1,0
7010,2124,20,premium,444.76,1,dinner,1,171.92,0.68,0.19,1,0
7010,2124,286,premium,444.76,1,dinner,1,146.06,0.65,0.905,1,0
7010,2124,104,premium,444.76,1,dinner,1,448.16,0.3,0.894,0,0
7011,1675,33,budget,586.09,1,dinner,1,480.94,0.34,0.969,0,0
7011,1675,231,budget,586.09,1,dinner,1,205.49,0.49,0.571,1,0
7011,1675,175,budget,586.09,1,dinner,1,152.23,0.58,0.909,1,0
7012,691,32,mid,588.61,3,lunch,0,160.3,0.65,0.265,1,0
7012,691,281,mid,588.61,3,lunch,0,145.81,0.36,0.403,0,0
7012,691,122,mid,588.61,3,lunch,0,438.67,0.31,0.134,0,0
7013,2804,186,budget,413.84,2,dinner,0,115.82,0.52,0.057,1,0
7013,2804,64,budget,413.84,2,dinner,0,279.7,0.34,0.458,0,0
7013,2804,163,budget,413.84,2,dinner,0,138.34,0.55,0.437,1,0
7014,361,130,budget,480.54,3,late,1,278.25,0.32,0.272,0,0
7014,361,246,budget,480.54,3,late,1,374.86,0.31,0.344,0,0
7014,361,41,budget,480.54,3,late,1,155.36,0.42,0.363,0,0
7015,1267,256,mid,446.62,2,lunch,1,234.58,0.24,0.995,0,0
7015,1267,240,mid,446.62,2,lunch,1,96.82,0.45,0.253,0,0
7015,1267,18,mid,446.62,2,lunch,1,146.01,0.39,0.399,0,1
7016,1326,261,budget,569.05,2,lunch,0,267.01,0.2,0.503,0,0
7016,1326,36,budget,569.05,2,lunch,0,135.55,0.63,0.211,1,1
7016,1326,128,budget,569.05,2,lunch,0,437.9,0.35,0.892,0,0
7017,1238,288,budget,608.38,3,dinner,0,224.33,0.32,0.325,0,0
7017,1238,277,budget,608.38,3,dinner,0,295.86,0.22,0.81,0,0
7017,1238,119,budget,608.38,3,dinner,0,126.21,0.7,0.073,1,0
7018,2938,177,mid,519.4,1,dinner,0,129.85,0.52,0.614,1,0
7018,2938,110,mid,519.4,1,dinner,0,142.61,0.55,0.035,1,0
7018,2938,252,mid,519.4,1,dinner,0,101.68,0.6,0.752,1,0
7019,2422,223,budget,451.81,1,dinner,1,285.58,0.28,0.852,0,0
7019,2422,184,budget,451.81,1,dinner,1,223.54,0.46,0.379,0,0
7019,2422,79,budget,451.81,1,dinner,1,138.11,0.54,0.051,1,0
7020,348,22,premium,375.33,1,dinner,0,198.76,0.37,0.108,0,0
7020,348,139,premium,375.33,1,dinner,0,190.2,0.41,0.894,0,0
7020,348,63,premium,375.33,1,dinner,0,241.29,0.49,0.576,1,1
7021,2073,144,mid,532.49,3,dinner,1,283.69,0.24,0.739,0,0
7021,2073,200,mid,532.49,3,dinner,1,115.09,0.43,0.111,0,0
7021,2073,270,mid,532.49,3,dinner,1,171.38,0.55,0.424,1,0
7022,1865,184,budget,565.77,1,late,1,223.54,0.46,0.379,0,0
7022,1865,163,budget,565.77,1,late,1,138.34,0.55,0.437,1,1
7022,1865,20,budget,565.77,1,late,1,171.92,0.68,0.19,1,0
7023,1949,255,budget,587.25,1,dinner,0,139.46,0.53,0.904,1,0
7023,1949,174,budget,587.25,1,dinner,0,163.97,0.5,0.68,1,0
7023,1949,27,budget,587.25,1,dinner,0,322.95,0.27,0.873,0,0
7024,2588,150,mid,435.51,1,dinner,1,242.57,0.35,0.022,0,0
7024,2588,217,mid,435.51,1,dinner,1,158.11,0.61,0.032,1,1
7024,2588,269,mid,435.51,1,dinner,1,113.32,0.52,0.619,1,0
7025,1331,30,budget,596.48,3,dinner,0,177.34,0.6,0.552,1,0
7025,1331,198,budget,596.48,3,dinner,0,113.3,0.38,0.576,0,0
7025,1331,104,budget,596.48,3,dinner,0,448.16,0.3,0.894,0,0
7026,2362,293,budget,385.0,3,dinner,0,263.06,0.33,0.418,0,0
7026,2362,184,budget,385.0,3,dinner,0,223.54,0.46,0.379,0,0
7026,2362,48,budget,385.0,3,dinner,0,180.93,0.36,0.715,0,0
7027,715,91,budget,369.28,2,dinner,0,166.84,0.59,0.744,1,0
7027,715,29,budget,369.28,2,dinner,0,222.72,0.53,0.017,1,0
7027,715,49,budget,369.28,2,dinner,0,155.31,0.47,0.862,1,0
